F1,kin,kout,ktr,kout2,k1,k2,k12,k21,A1,B1,n,A2,B2,n2
0.6349,0.0001775,0.000916091,0.004741,89.26,0.000655181,0.001774,0.002818212,0.000305446,0.0000404,0.003628,0.8358,0.0001032,0.02498,0.8852
0.6349,0.0001775,0.000567418,0.004741,89.26,0.000842442,0.001774,0.002817273,0.000362649,0.000033,0.003375,0.8607,0.00005984,0.0231,0.9513
0.6349,0.0001775,0.000669203,0.004741,89.26,0.000534349,0.001774,0.002771422,0.00049877,0.0000394,0.003536,0.8382,0.0001284,0.02691,0.8616
0.6349,0.0001775,0.001142878,0.004741,89.26,0.000824643,0.001774,0.003065156,0.000354396,0.0000386,0.003533,0.8388,0.0001482,0.02452,0.8375
0.6349,0.0001775,0.001004936,0.004741,89.26,0.000723708,0.001774,0.003595013,0.00042108,0.0000336,0.003577,0.8668,0.0001964,0.0243,0.7899
0.6349,0.0001775,0.000751728,0.004741,89.26,0.000723284,0.001774,0.00328082,0.000370432,0.0000344,0.003476,0.8608,0.0001006,0.02482,0.897
0.6349,0.0001775,0.000971094,0.004741,89.26,0.000800256,0.001774,0.0032361,0.000342981,0.000037,0.003479,0.8454,0.00008046,0.02479,0.9215
0.6349,0.0001775,0.001217934,0.004741,89.26,0.000646072,0.001774,0.003933405,0.000434844,0.0000315,0.003319,0.8701,0.0001195,0.02363,0.8641
0.6349,0.0001775,0.000626806,0.004741,89.26,0.000691752,0.001774,0.002275899,0.000392124,0.000038,0.003491,0.8375,0.00009457,0.02258,0.8898
0.6349,0.0001775,0.000751747,0.004741,89.26,0.000679063,0.001774,0.003461762,0.000356815,0.000037,0.003337,0.842,0.00004852,0.0248,1.01
0.6349,0.0001775,0.001306691,0.004741,89.26,0.00070743,0.001774,0.004219629,0.000459483,0.0000339,0.003508,0.8651,0.00003898,0.02361,1.007
0.6349,0.0001775,0.00160199,0.004741,89.26,0.000714334,0.001774,0.004389645,0.000353541,0.0000347,0.003496,0.8604,0.0001372,0.02376,0.8488
0.6349,0.0001775,0.000850649,0.004741,89.26,0.000664604,0.001774,0.003492857,0.000448033,0.0000394,0.003522,0.8336,0.0001377,0.02574,0.8482
0.6349,0.0001775,0.000713167,0.004741,89.26,0.000772334,0.001774,0.003027451,0.000464298,0.0000333,0.003617,0.8656,0.000108,0.02361,0.8689
0.6349,0.0001775,0.000661665,0.004741,89.26,0.000652067,0.001774,0.00193831,0.000350375,0.0000398,0.003656,0.8366,0.00005989,0.02279,0.9506
0.6349,0.0001775,0.001210697,0.004741,89.26,0.000680891,0.001774,0.003483072,0.000440323,0.0000375,0.003713,0.8516,0.0001188,0.02491,0.8672
0.6349,0.0001775,0.001101413,0.004741,89.26,0.000751951,0.001774,0.00317766,0.000376017,0.0000456,0.003729,0.8184,0.00009445,0.02521,0.905
0.6349,0.0001775,0.000744979,0.004741,89.26,0.000742967,0.001774,0.002743008,0.000393064,0.0000428,0.003694,0.8285,0.0001498,0.02464,0.8223
0.6349,0.0001775,0.000658126,0.004741,89.26,0.000566472,0.001774,0.002835404,0.000472018,0.0000336,0.003494,0.868,0.0001092,0.02447,0.8831
0.6349,0.0001775,0.000907158,0.004741,89.26,0.0006166,0.001774,0.003216545,0.000368475,0.0000337,0.003641,0.8675,0.00008188,0.02528,0.9243
0.6349,0.0001775,0.00071175,0.004741,89.26,0.000624955,0.001774,0.002885459,0.000336403,0.0000312,0.003376,0.8702,0.0001049,0.02394,0.8735
0.6349,0.0001775,0.000808071,0.004741,89.26,0.00084024,0.001774,0.001760374,0.000259976,0.000034,0.003579,0.869,0.00005314,0.02273,0.9668
0.6349,0.0001775,0.000761273,0.004741,89.26,0.000669208,0.001774,0.002975712,0.000480247,0.0000374,0.00362,0.8483,0.00005668,0.02484,0.9733
0.6349,0.0001775,0.00086214,0.004741,89.26,0.000799569,0.001774,0.003998821,0.000428084,0.0000303,0.00338,0.8758,0.0001004,0.02243,0.8905
0.6349,0.0001775,0.001209707,0.004741,89.26,0.00064793,0.001774,0.003992509,0.000456275,0.0000345,0.003537,0.8581,0.00009849,0.02663,0.8972
0.6349,0.0001775,0.00082213,0.004741,89.26,0.000629968,0.001774,0.003098848,0.000373049,0.000046,0.003667,0.8151,0.0002114,0.0244,0.771
0.6349,0.0001775,0.000777386,0.004741,89.26,0.000646475,0.001774,0.003612802,0.00048799,0.0000352,0.00337,0.8522,0.0001466,0.02568,0.8364
0.6349,0.0001775,0.000731559,0.004741,89.26,0.000662449,0.001774,0.003005236,0.000408129,0.0000392,0.003809,0.8469,0.0001484,0.02364,0.8395
0.6349,0.0001775,0.000910052,0.004741,89.26,0.000730728,0.001774,0.004028896,0.000395299,0.0000286,0.003332,0.8913,0.0001127,0.02319,0.8653
0.6349,0.0001775,0.000859394,0.004741,89.26,0.000795227,0.001774,0.003027531,0.000405102,0.0000381,0.003959,0.8583,0.0001655,0.02579,0.8267
0.6349,0.0001775,0.000825776,0.004741,89.26,0.000620353,0.001774,0.003260093,0.000464669,0.0000388,0.003285,0.8338,0.0001458,0.02578,0.8402
0.6349,0.0001775,0.000858712,0.004741,89.26,0.000806914,0.001774,0.002813446,0.000464733,0.0000389,0.003845,0.8469,0.0001029,0.02339,0.8662
0.6349,0.0001775,0.000728205,0.004741,89.26,0.000492726,0.001774,0.003270332,0.000385989,0.0000397,0.003572,0.8357,0.000107,0.02441,0.8838
0.6349,0.0001775,0.000956278,0.004741,89.26,0.000655036,0.001774,0.003105043,0.000478946,0.000038,0.003457,0.8425,0.0001261,0.02232,0.838
0.6349,0.0001775,0.000932347,0.004741,89.26,0.000726255,0.001774,0.003575789,0.000392553,0.0000339,0.003434,0.8584,0.0001692,0.02454,0.8142
0.6349,0.0001775,0.000780877,0.004741,89.26,0.000793947,0.001774,0.003378958,0.000397766,0.0000336,0.003441,0.8633,0.00006897,0.02584,0.952
0.6349,0.0001775,0.000790671,0.004741,89.26,0.000642149,0.001774,0.003187212,0.00039258,0.0000424,0.003761,0.8294,0.0000917,0.02573,0.9008
0.6349,0.0001775,0.000852127,0.004741,89.26,0.000779492,0.001774,0.002973991,0.000353726,0.0000362,0.003491,0.8498,0.0001413,0.02642,0.8453
0.6349,0.0001775,0.000773081,0.004741,89.26,0.000480259,0.001774,0.002756682,0.000354382,0.0000342,0.00364,0.8654,0.00009815,0.02421,0.8857
0.6349,0.0001775,0.000761637,0.004741,89.26,0.000663724,0.001774,0.002894266,0.000346903,0.0000305,0.00343,0.8832,0.00006784,0.02488,0.9454
0.6349,0.0001775,0.000917104,0.004741,89.26,0.000785951,0.001774,0.003010301,0.000444228,0.0000399,0.003529,0.8319,0.000115,0.0241,0.8721
0.6349,0.0001775,0.001101072,0.004741,89.26,0.000710206,0.001774,0.003027246,0.000416978,0.0000365,0.003698,0.8551,0.0001559,0.02558,0.8158
0.6349,0.0001775,0.000781085,0.004741,89.26,0.000635248,0.001774,0.003601826,0.000467694,0.0000303,0.003468,0.8871,0.00009608,0.02551,0.8926
0.6349,0.0001775,0.000697989,0.004741,89.26,0.000706921,0.001774,0.002759086,0.000414129,0.0000352,0.00345,0.8551,0.0001018,0.02486,0.8714
0.6349,0.0001775,0.000576191,0.004741,89.26,0.000728769,0.001774,0.002466989,0.000375101,0.0000375,0.003504,0.8426,0.0001628,0.02245,0.8128
0.6349,0.0001775,0.000836187,0.004741,89.26,0.000791846,0.001774,0.003560792,0.000452678,0.0000429,0.003604,0.8226,0.00009922,0.02559,0.8887
0.6349,0.0001775,0.001021926,0.004741,89.26,0.000625694,0.001774,0.004139394,0.000482475,0.0000334,0.003508,0.8657,0.0001022,0.02529,0.8891
0.6349,0.0001775,0.000807941,0.004741,89.26,0.000794978,0.001774,0.002541419,0.0003421,0.0000361,0.003541,0.8537,0.0001436,0.02586,0.8317
0.6349,0.0001775,0.000924893,0.004741,89.26,0.000650138,0.001774,0.003189981,0.000359863,0.000044,0.003876,0.8277,0.00006212,0.02278,0.9556
0.6349,0.0001775,0.000641945,0.004741,89.26,0.000750352,0.001774,0.002695819,0.000451014,0.000044,0.003841,0.8264,0.0001986,0.02555,0.8014
0.6349,0.0001775,0.000815042,0.004741,89.26,0.000604895,0.001774,0.003079236,0.000427852,0.0000317,0.00338,0.8695,0.0001242,0.02494,0.8706
0.6349,0.0001775,0.000517495,0.004741,89.26,0.000744866,0.001774,0.002550176,0.000375569,0.0000327,0.003478,0.868,0.00008655,0.02645,0.9226
0.6349,0.0001775,0.000661263,0.004741,89.26,0.000880868,0.001774,0.002855573,0.000411665,0.0000344,0.003332,0.8551,0.00006119,0.02507,0.963
0.6349,0.0001775,0.000852159,0.004741,89.26,0.000777355,0.001774,0.002437101,0.000362439,0.0000371,0.003323,0.8394,0.00006448,0.0277,0.9611
0.6349,0.0001775,0.000759931,0.004741,89.26,0.000678054,0.001774,0.002698145,0.000341473,0.0000315,0.003463,0.8782,0.0001301,0.02319,0.8609
0.6349,0.0001775,0.000540697,0.004741,89.26,0.000779294,0.001774,0.002721564,0.000356976,0.0000417,0.00359,0.8285,0.00005254,0.02642,0.9906
0.6349,0.0001775,0.000677319,0.004741,89.26,0.00080659,0.001774,0.003328746,0.000393742,0.0000349,0.003303,0.8486,0.0001036,0.02262,0.8874
0.6349,0.0001775,0.001159867,0.004741,89.26,0.000646345,0.001774,0.002917379,0.000340794,0.0000374,0.003431,0.839,0.00007687,0.02393,0.9341
0.6349,0.0001775,0.000906142,0.004741,89.26,0.000706259,0.001774,0.002670387,0.000420483,0.0000356,0.00349,0.854,0.0001114,0.02509,0.8736
0.6349,0.0001775,0.000593583,0.004741,89.26,0.000685285,0.001774,0.003075265,0.000415471,0.000037,0.003446,0.8456,0.0001015,0.02458,0.8976
0.6349,0.0001775,0.001132121,0.004741,89.26,0.000691184,0.001774,0.004078868,0.000413075,0.0000426,0.003766,0.8312,0.0001373,0.02435,0.8433
0.6349,0.0001775,0.000836065,0.004741,89.26,0.000724643,0.001774,0.002895382,0.000393656,0.0000381,0.00343,0.8363,0.00006831,0.02444,0.9474
0.6349,0.0001775,0.000692205,0.004741,89.26,0.000702741,0.001774,0.00265915,0.000359208,0.0000369,0.003425,0.8456,0.00006308,0.02771,0.9659
0.6349,0.0001775,0.000885153,0.004741,89.26,0.000668414,0.001774,0.002775484,0.000346612,0.0000344,0.003583,0.8627,0.0001279,0.0238,0.8601
0.6349,0.0001775,0.000796145,0.004741,89.26,0.000744633,0.001774,0.002531043,0.000395162,0.0000425,0.003564,0.8229,0.0001001,0.02328,0.8871
0.6349,0.0001775,0.000678414,0.004741,89.26,0.000691503,0.001774,0.002572976,0.000370621,0.0000308,0.003384,0.8753,0.0001051,0.02212,0.8887
0.6349,0.0001775,0.000773283,0.004741,89.26,0.000845078,0.001774,0.002933223,0.000375675,0.0000341,0.003486,0.8633,0.00009962,0.02432,0.901
0.6349,0.0001775,0.001009125,0.004741,89.26,0.000722596,0.001774,0.003879598,0.000416168,0.0000417,0.00377,0.8313,0.000124,0.0232,0.8403
0.6349,0.0001775,0.000924135,0.004741,89.26,0.000859885,0.001774,0.003439058,0.000372948,0.0000398,0.003718,0.8365,0.0001187,0.0241,0.8666
0.6349,0.0001775,0.00067731,0.004741,89.26,0.000663396,0.001774,0.002966577,0.00036743,0.000035,0.003542,0.8579,0.0001067,0.02458,0.8856
0.6349,0.0001775,0.001334352,0.004741,89.26,0.000488876,0.001774,0.004284075,0.000421594,0.0000349,0.003653,0.8608,0.00008977,0.02512,0.9106
0.6349,0.0001775,0.000704616,0.004741,89.26,0.000690285,0.001774,0.003296153,0.000407786,0.0000333,0.003429,0.8647,0.00009641,0.02449,0.8957
0.6349,0.0001775,0.000781985,0.004741,89.26,0.000774183,0.001774,0.002745182,0.000320163,0.0000378,0.003498,0.8447,0.0001064,0.02368,0.8714
0.6349,0.0001775,0.000825794,0.004741,89.26,0.000786167,0.001774,0.00326704,0.00038202,0.000038,0.003328,0.8385,0.0001276,0.02272,0.8546
0.6349,0.0001775,0.000652148,0.004741,89.26,0.00075849,0.001774,0.002503259,0.000341192,0.0000399,0.003511,0.8344,0.00009992,0.02405,0.8939
0.6349,0.0001775,0.000925212,0.004741,89.26,0.00067279,0.001774,0.00332487,0.000355835,0.000044,0.003482,0.815,0.00007793,0.02676,0.9432
0.6349,0.0001775,0.001028696,0.004741,89.26,0.000628618,0.001774,0.00314791,0.000398467,0.0000363,0.003348,0.8451,0.0001316,0.02243,0.8464
0.6349,0.0001775,0.001227501,0.004741,89.26,0.000637991,0.001774,0.004417069,0.000439249,0.0000331,0.003547,0.8652,0.0001037,0.02385,0.8727
0.6349,0.0001775,0.00105526,0.004741,89.26,0.000705404,0.001774,0.002498897,0.000332695,0.0000427,0.003661,0.8237,0.00008425,0.02592,0.9129
0.6349,0.0001775,0.00146143,0.004741,89.26,0.000641132,0.001774,0.005689541,0.000451341,0.0000428,0.003701,0.8264,0.0001623,0.02427,0.8253
0.6349,0.0001775,0.000640743,0.004741,89.26,0.000787589,0.001774,0.002493233,0.000377208,0.0000386,0.003544,0.8428,0.00008499,0.02503,0.9115
0.6349,0.0001775,0.000876934,0.004741,89.26,0.000679253,0.001774,0.002807199,0.000390451,0.0000362,0.003545,0.8509,0.00009007,0.02461,0.902
0.6349,0.0001775,0.000583032,0.004741,89.26,0.000615256,0.001774,0.002900487,0.000389806,0.0000324,0.003378,0.8667,0.0001073,0.02491,0.8908
0.6349,0.0001775,0.000815226,0.004741,89.26,0.000690217,0.001774,0.002666579,0.000415261,0.0000384,0.003621,0.8437,0.0001334,0.02619,0.8553
0.6349,0.0001775,0.001110976,0.004741,89.26,0.000498882,0.001774,0.003474058,0.00041174,0.0000398,0.003755,0.8419,0.00008183,0.02396,0.9198
0.6349,0.0001775,0.000701672,0.004741,89.26,0.000713091,0.001774,0.002546907,0.000405871,0.0000327,0.003307,0.8634,0.00008579,0.026,0.9162
0.6349,0.0001775,0.000734379,0.004741,89.26,0.00072008,0.001774,0.003046067,0.000416716,0.0000377,0.00366,0.847,0.0001365,0.023,0.835
0.6349,0.0001775,0.000679255,0.004741,89.26,0.000750072,0.001774,0.002033385,0.000318306,0.0000366,0.003315,0.8436,0.0001309,0.02727,0.8555
0.6349,0.0001775,0.000713058,0.004741,89.26,0.000762708,0.001774,0.002304511,0.000386859,0.0000337,0.003223,0.8539,0.0000925,0.02526,0.9176
0.6349,0.0001775,0.000645362,0.004741,89.26,0.000771543,0.001774,0.002762286,0.000388819,0.0000349,0.003501,0.8555,0.0001136,0.02467,0.8741
0.6349,0.0001775,0.001061785,0.004741,89.26,0.000755057,0.001774,0.002933909,0.000329597,0.0000353,0.003637,0.8651,0.0001329,0.02621,0.8477
0.6349,0.0001775,0.001369941,0.004741,89.26,0.000902312,0.001774,0.004455496,0.000379001,0.0000347,0.003442,0.8523,0.00009123,0.0239,0.9107
0.6349,0.0001775,0.00114932,0.004741,89.26,0.000650434,0.001774,0.003822103,0.000440661,0.0000331,0.003704,0.8757,0.00009148,0.0249,0.9118
0.6349,0.0001775,0.000892812,0.004741,89.26,0.000600237,0.001774,0.003640333,0.000431007,0.0000401,0.003448,0.8324,0.0000943,0.0254,0.8909
0.6349,0.0001775,0.000737876,0.004741,89.26,0.000690328,0.001774,0.002749864,0.000413124,0.0000319,0.003316,0.8668,0.00004459,0.02197,0.9842
0.6349,0.0001775,0.00106888,0.004741,89.26,0.000830327,0.001774,0.003380205,0.000407857,0.0000333,0.003471,0.8642,0.00007578,0.02353,0.9347
0.6349,0.0001775,0.000798753,0.004741,89.26,0.000775594,0.001774,0.00243544,0.000364568,0.0000367,0.003605,0.848,0.00007777,0.02542,0.933
0.6349,0.0001775,0.000996053,0.004741,89.26,0.000653593,0.001774,0.002383789,0.000311261,0.0000345,0.003538,0.8642,0.0001101,0.02619,0.8722
0.6349,0.0001775,0.000869367,0.004741,89.26,0.000619908,0.001774,0.003120658,0.000437966,0.0000357,0.003531,0.8543,0.00007469,0.02334,0.9243
0.6349,0.0001775,0.00090068,0.004741,89.26,0.000778699,0.001774,0.002702259,0.000368795,0.0000346,0.00358,0.8584,0.0001353,0.0226,0.832
0.6349,0.0001775,0.000667268,0.004741,89.26,0.000667319,0.001774,0.002256107,0.000363998,0.000034,0.003504,0.8617,0.00009226,0.02595,0.8965
0.6349,0.0001775,0.000954617,0.004741,89.26,0.000599599,0.001774,0.003805814,0.000429631,0.0000436,0.003587,0.816,0.0001361,0.02368,0.8487
0.6349,0.0001775,0.000621443,0.004741,89.26,0.000643809,0.001774,0.003125186,0.000431975,0.0000368,0.003693,0.8546,0.00009704,0.02599,0.8928
0.6349,0.0001775,0.000736193,0.004741,89.26,0.000534076,0.001774,0.003055111,0.000369956,0.0000376,0.003533,0.8465,0.00006248,0.02714,0.9724
0.6349,0.0001775,0.000922478,0.004741,89.26,0.000816853,0.001774,0.002766391,0.000406479,0.0000372,0.003513,0.8417,0.000126,0.02501,0.8434
0.6349,0.0001775,0.000662159,0.004741,89.26,0.000620881,0.001774,0.003680632,0.00041516,0.0000442,0.003693,0.82,0.00006811,0.02312,0.9365
0.6349,0.0001775,0.001056646,0.004741,89.26,0.000523169,0.001774,0.002691569,0.000318427,0.0000363,0.003419,0.8452,0.0000992,0.02567,0.8861
0.6349,0.0001775,0.001080055,0.004741,89.26,0.000691435,0.001774,0.003687773,0.000376718,0.0000446,0.003699,0.8206,0.0001198,0.0241,0.8568
0.6349,0.0001775,0.000708758,0.004741,89.26,0.00078306,0.001774,0.002420993,0.000331491,0.0000404,0.003701,0.8378,0.00008008,0.02442,0.9212
0.6349,0.0001775,0.00107772,0.004741,89.26,0.00068202,0.001774,0.00332242,0.0003483,0.0000348,0.003372,0.8534,0.0001111,0.02504,0.8857
0.6349,0.0001775,0.000687745,0.004741,89.26,0.000739087,0.001774,0.002587912,0.000434272,0.0000335,0.003507,0.868,0.00009118,0.02369,0.9103
0.6349,0.0001775,0.000514141,0.004741,89.26,0.000728762,0.001774,0.002222737,0.000391262,0.000042,0.00361,0.8293,0.0001297,0.02506,0.8592
0.6349,0.0001775,0.000823687,0.004741,89.26,0.000734745,0.001774,0.003232099,0.000398944,0.0000364,0.003555,0.8536,0.0001628,0.0238,0.818
0.6349,0.0001775,0.00086064,0.004741,89.26,0.000732857,0.001774,0.003558014,0.000373149,0.0000302,0.003332,0.8776,0.0001121,0.02468,0.8773
0.6349,0.0001775,0.000989777,0.004741,89.26,0.000630621,0.001774,0.002837262,0.000402755,0.000041,0.00354,0.8291,0.0001859,0.02423,0.7889
0.6349,0.0001775,0.000566839,0.004741,89.26,0.000657724,0.001774,0.002535002,0.000403874,0.0000411,0.003719,0.8353,0.0001358,0.02408,0.8477
0.6349,0.0001775,0.000530292,0.004741,89.26,0.000645907,0.001774,0.003013824,0.000470754,0.0000404,0.003643,0.8343,0.00005197,0.02416,0.9813
0.6349,0.0001775,0.000915184,0.004741,89.26,0.000697267,0.001774,0.002763047,0.000419825,0.0000367,0.003407,0.8462,0.0001501,0.02216,0.8393
0.6349,0.0001775,0.001020913,0.004741,89.26,0.00062673,0.001774,0.002380845,0.000287722,0.0000347,0.003408,0.8589,0.00008677,0.02438,0.9141
0.6349,0.0001775,0.000858229,0.004741,89.26,0.000703364,0.001774,0.003089535,0.00044323,0.0000376,0.003556,0.8448,0.00003895,0.02349,1.019
0.6349,0.0001775,0.001060568,0.004741,89.26,0.00057999,0.001774,0.003595947,0.00044432,0.0000388,0.003651,0.8392,0.0001196,0.02492,0.8562
0.6349,0.0001775,0.001094811,0.004741,89.26,0.000711288,0.001774,0.003227443,0.000382737,0.0000334,0.003502,0.8669,0.0001044,0.02167,0.8742
0.6349,0.0001775,0.001178329,0.004741,89.26,0.000579856,0.001774,0.004172482,0.000416553,0.0000297,0.003249,0.882,0.00003691,0.02231,1.017
0.6349,0.0001775,0.000866164,0.004741,89.26,0.000596141,0.001774,0.002708994,0.000315301,0.0000371,0.003474,0.8473,0.0001051,0.02537,0.8839
0.6349,0.0001775,0.000986607,0.004741,89.26,0.000752135,0.001774,0.002624034,0.000322271,0.000037,0.003358,0.8431,0.0001012,0.02558,0.8959
0.6349,0.0001775,0.000735414,0.004741,89.26,0.000695446,0.001774,0.002304283,0.000375583,0.0000328,0.003456,0.8698,0.0001373,0.02472,0.8491
0.6349,0.0001775,0.000826598,0.004741,89.26,0.000692283,0.001774,0.002874056,0.000401461,0.0000326,0.00329,0.8632,0.00007553,0.02493,0.9318
0.6349,0.0001775,0.000644634,0.004741,89.26,0.000777965,0.001774,0.002197811,0.000324289,0.0000348,0.00353,0.8615,0.0001318,0.0244,0.8551
0.6349,0.0001775,0.000895677,0.004741,89.26,0.000603478,0.001774,0.00447113,0.000487565,0.0000365,0.003471,0.8487,0.00008307,0.02484,0.9068
0.6349,0.0001775,0.001048827,0.004741,89.26,0.000646741,0.001774,0.004054636,0.00046519,0.0000376,0.003603,0.8458,0.0001499,0.02404,0.8387
0.6349,0.0001775,0.001090073,0.004741,89.26,0.00058311,0.001774,0.003847391,0.000403762,0.0000337,0.003328,0.8569,0.0001096,0.02136,0.8781
0.6349,0.0001775,0.000847163,0.004741,89.26,0.000639288,0.001774,0.003210577,0.000348701,0.0000331,0.003542,0.8685,0.0000942,0.02423,0.8943
0.6349,0.0001775,0.00080708,0.004741,89.26,0.000611957,0.001774,0.002367512,0.000342001,0.0000369,0.003665,0.8507,0.0001119,0.02421,0.8831
0.6349,0.0001775,0.000693227,0.004741,89.26,0.000746691,0.001774,0.002997011,0.000477682,0.0000332,0.00339,0.8599,0.00006914,0.02531,0.9464
0.6349,0.0001775,0.000641622,0.004741,89.26,0.000641901,0.001774,0.002278781,0.000389737,0.0000378,0.003483,0.8383,0.0001397,0.02424,0.8402
0.6349,0.0001775,0.000957472,0.004741,89.26,0.000765279,0.001774,0.003331726,0.00034235,0.0000403,0.003703,0.8383,0.0001088,0.0238,0.8709
0.6349,0.0001775,0.000941777,0.004741,89.26,0.000649616,0.001774,0.003120338,0.000378827,0.0000388,0.003523,0.8399,0.00007616,0.02608,0.9259
0.6349,0.0001775,0.001116219,0.004741,89.26,0.00069096,0.001774,0.004627883,0.000463882,0.0000387,0.003704,0.8463,0.00008183,0.02431,0.9012
0.6349,0.0001775,0.000734068,0.004741,89.26,0.000704183,0.001774,0.002514151,0.000361006,0.0000371,0.003477,0.8465,0.00004743,0.02488,1.006
0.6349,0.0001775,0.000808582,0.004741,89.26,0.000753769,0.001774,0.00251814,0.000364613,0.0000343,0.003371,0.8572,0.0001215,0.02375,0.8583
0.6349,0.0001775,0.000731757,0.004741,89.26,0.000551656,0.001774,0.002539766,0.000385844,0.0000346,0.003376,0.8558,0.0001202,0.02754,0.8694
0.6349,0.0001775,0.000777184,0.004741,89.26,0.000683294,0.001774,0.003364255,0.000449857,0.0000331,0.003405,0.8675,0.00008583,0.02422,0.9276
0.6349,0.0001775,0.000915175,0.004741,89.26,0.00077791,0.001774,0.003320702,0.000444903,0.0000415,0.003645,0.8335,0.0001412,0.02736,0.8439
0.6349,0.0001775,0.000566234,0.004741,89.26,0.000696763,0.001774,0.002039704,0.000350388,0.0000289,0.003343,0.8852,0.00009768,0.02223,0.8867
0.6349,0.0001775,0.000911493,0.004741,89.26,0.000808355,0.001774,0.003510418,0.000423681,0.0000332,0.003431,0.8616,0.00005976,0.02275,0.963
0.6349,0.0001775,0.000910409,0.004741,89.26,0.000633448,0.001774,0.003286554,0.000414258,0.0000309,0.003718,0.8854,0.0001485,0.02365,0.8285
0.6349,0.0001775,0.000760892,0.004741,89.26,0.000672972,0.001774,0.002890716,0.000367641,0.0000339,0.003356,0.8542,0.0001003,0.02307,0.8927
0.6349,0.0001775,0.001236825,0.004741,89.26,0.000608242,0.001774,0.004165541,0.000404099,0.0000382,0.003425,0.8407,0.00008795,0.02489,0.9104
0.6349,0.0001775,0.000677142,0.004741,89.26,0.000839669,0.001774,0.00316268,0.000434526,0.0000336,0.003515,0.8607,0.0001018,0.02591,0.9039
0.6349,0.0001775,0.001021839,0.004741,89.26,0.00080339,0.001774,0.004156373,0.00045798,0.0000373,0.003343,0.8373,0.00009458,0.02489,0.897
0.6349,0.0001775,0.000890915,0.004741,89.26,0.000638699,0.001774,0.003726975,0.000405332,0.0000332,0.003378,0.8631,0.0001044,0.02511,0.8749
0.6349,0.0001775,0.000921904,0.004741,89.26,0.000711469,0.001774,0.004485914,0.000463133,0.0000401,0.003768,0.8442,0.0001148,0.02373,0.865
0.6349,0.0001775,0.000762487,0.004741,89.26,0.000682938,0.001774,0.003349404,0.00042412,0.0000497,0.003923,0.811,0.00009388,0.026,0.905
0.6349,0.0001775,0.000949976,0.004741,89.26,0.00063847,0.001774,0.002668002,0.000354291,0.0000389,0.003536,0.8401,0.00007164,0.02581,0.9402
0.6349,0.0001775,0.000775718,0.004741,89.26,0.000778961,0.001774,0.002383537,0.000324031,0.0000396,0.00374,0.8418,0.0001845,0.02447,0.793
0.6349,0.0001775,0.000694407,0.004741,89.26,0.000775574,0.001774,0.002740375,0.000405087,0.0000438,0.003594,0.8237,0.00007232,0.0248,0.9307
0.6349,0.0001775,0.001139676,0.004741,89.26,0.000616286,0.001774,0.003389207,0.000358587,0.000034,0.003346,0.8615,0.0001123,0.02433,0.8818
0.6349,0.0001775,0.000989242,0.004741,89.26,0.000634014,0.001774,0.003709822,0.000400798,0.000033,0.003297,0.863,0.00007999,0.02487,0.9373
0.6349,0.0001775,0.000935385,0.004741,89.26,0.000632016,0.001774,0.002982467,0.000370066,0.0000387,0.003521,0.8401,0.0001093,0.02561,0.8679
0.6349,0.0001775,0.000807223,0.004741,89.26,0.000721009,0.001774,0.002631744,0.000341169,0.000039,0.003717,0.8428,0.0001118,0.0219,0.8674
0.6349,0.0001775,0.000859571,0.004741,89.26,0.000655275,0.001774,0.003281351,0.000434607,0.0000405,0.003484,0.8333,0.0001124,0.02245,0.8677
0.6349,0.0001775,0.000590014,0.004741,89.26,0.000726397,0.001774,0.002334768,0.000389212,0.0000413,0.003595,0.8285,0.0001614,0.02284,0.8119
0.6349,0.0001775,0.000740378,0.004741,89.26,0.000667512,0.001774,0.002123527,0.000338307,0.0000345,0.003334,0.8534,0.0001187,0.02326,0.8663
0.6349,0.0001775,0.000759064,0.004741,89.26,0.000715234,0.001774,0.003403467,0.000427714,0.0000381,0.003776,0.85,0.0001677,0.02289,0.8088
0.6349,0.0001775,0.00084756,0.004741,89.26,0.000749937,0.001774,0.003151792,0.000374439,0.0000344,0.003533,0.8656,0.00007959,0.02275,0.9106
0.6349,0.0001775,0.000974672,0.004741,89.26,0.000651707,0.001774,0.002681704,0.000321658,0.0000318,0.003254,0.8667,0.0001037,0.02534,0.9061
0.6349,0.0001775,0.00120245,0.004741,89.26,0.000683257,0.001774,0.004125052,0.000426175,0.0000325,0.003407,0.867,0.0000705,0.02255,0.9319
0.6349,0.0001775,0.00086767,0.004741,89.26,0.000791363,0.001774,0.002837468,0.000365772,0.0000354,0.003433,0.849,0.00008836,0.0246,0.9047
0.6349,0.0001775,0.000667389,0.004741,89.26,0.000590853,0.001774,0.003631629,0.000416267,0.0000324,0.00337,0.865,0.0001294,0.02654,0.8581
0.6349,0.0001775,0.000851745,0.004741,89.26,0.000753878,0.001774,0.002964401,0.000422265,0.0000335,0.003267,0.8593,0.00008477,0.02516,0.9209
0.6349,0.0001775,0.000885778,0.004741,89.26,0.00074275,0.001774,0.00315956,0.00044198,0.0000315,0.00355,0.8721,0.00007935,0.02414,0.9225
0.6349,0.0001775,0.000963365,0.004741,89.26,0.000596187,0.001774,0.00298319,0.000409184,0.0000334,0.003372,0.8628,0.00008328,0.02509,0.9278
0.6349,0.0001775,0.00075268,0.004741,89.26,0.000747599,0.001774,0.003949325,0.000469573,0.0000335,0.003416,0.8602,0.0000772,0.02301,0.9049
